42
Alaska 125
North_America
Kamchatka,Northwest_Territory,Alberta
10,7
10,8
10,5
11,7
11,8
11,6
12,7
12,8
12,6
12,5
12,4
13,7
13,8
13,6
13,5
13,4
14,8
14,7
14,6
15,7
15,8
15,6
15,5
15,4
15,3
16,7
16,8
16,6
16,5
16,4
16,3
17,7
17,8
17,6
17,5
17,4
17,3
18,7
18,8
18,6
18,5
18,4
18,3
19,7
19,8
19,6
19,5
19,4
20,7
20,6
20,5
21,6
22,5
9,8
9,9
9,10
10,9
10,10
11,9
11,10
12,9
12,10
13,9
13,10
14,9
14,10
15,9
15,10
16,9
16,10
17,9
17,10
10,11
10,12
11,11
11,12
12,11
12,12
13,11
13,12
14,11
14,12
15,11
15,12
16,11
16,12
17,11
17,12
11,13
11,14
12,13
12,14
13,13
13,14
14,13
14,14
15,13
15,14
16,13
16,14
17,13
17,14
18,9
19,9
20,9
18,10
18,11
19,11
18,12
19,12
18,13
19,13
20,13
18,14
19,14
20,14
21,14
18,15
19,15
20,15
21,15
22,15
19,16
20,16
21,16
Northwest_Territory 157
North_America
Greenland,Alberta,Ontario,Alaska
11,15
11,16
12,15
12,16
13,15
13,16
14,15
14,16
15,15
15,16
16,15
16,16
17,15
17,16
12,17
12,18
13,17
13,18
14,17
14,18
15,17
15,18
16,17
16,18
17,17
17,18
12,19
12,20
13,19
13,20
14,19
14,20
15,19
15,20
16,19
16,20
17,19
17,20
12,21
12,22
13,21
13,22
14,21
14,22
15,21
15,22
16,21
16,22
17,21
17,22
11,21
11,22
12,23
13,23
14,23
15,23
16,23
17,23
11,23
12,24
13,24
14,24
15,24
16,24
17,24
12,25
13,25
14,25
15,25
16,25
17,25
13,26
14,26
15,26
16,26
17,26
14,27
15,27
16,27
17,27
14,28
15,28
16,28
17,28
13,29
14,29
15,29
16,29
17,29
13,29
14,29
15,29
16,29
17,29
13,29
14,29
15,29
16,29
17,29
13,30
14,30
15,30
16,30
17,30
12,30
13,31
14,31
15,31
16,31
17,31
13,32
14,32
15,32
16,32
17,32
13,33
14,33
15,33
16,33
17,33
12,33
18,33
13,34
14,34
15,34
16,34
17,34
12,34
11,34
13,35
14,35
15,35
16,35
17,35
12,35
11,35
10,35
13,36
14,36
15,36
16,36
12,36
11,36
10,36
9,36
14,37
13,37
12,37
8,37
14,38
13,38
12,38
13,39
12,39
11,39
13,40
12,40
Alberta 155
North_America
Alaska,Northwest_Territory,Ontario,Western_U.S.
18,16
18,17
18,18
18,19
18,20
18,21
18,22
18,23
18,24
19,17
19,18
19,19
19,20
19,21
19,22
19,23
19,24
20,17
20,18
20,19
20,20
20,21
20,22
20,23
20,24
21,17
21,18
21,19
21,20
21,21
21,22
21,23
21,24
22,17
22,18
22,19
22,20
22,21
22,22
22,23
22,24
23,17
23,18
23,19
23,20
23,21
23,22
23,23
23,24
24,17
24,18
24,19
24,20
24,21
24,22
24,23
24,24
25,17
25,18
25,19
25,20
25,21
25,22
25,23
25,24
25,16
24,16
24,15
23,16
23,15
22,16
18,25
18,26
18,27
18,28
19,25
19,26
19,27
19,28
20,25
20,26
20,27
20,28
21,25
21,26
21,27
21,28
22,25
22,26
22,27
22,28
23,25
23,26
23,27
24,25
24,26
24,27
25,25
25,26
25,27
26,25
26,26
26,27
26,24
26,23
26,22
26,21
26,20
26,19
26,18
26,17
27,17
27,18
27,19
27,20
27,21
27,22
27,23
27,24
28,18
28,19
28,20
28,21
28,22
28,23
28,24
29,18
29,19
29,20
29,21
29,22
29,23
29,24
30,18
30,19
30,20
30,21
30,22
30,23
30,24
26,25
26,26
26,27
27,25
27,26
27,27
28,25
28,26
28,27
29,25
29,26
29,27
30,25
30,26
30,27
Ontario 114
North_America
Northwest_Territory,Alberta,Quebec,Greenland,Western_U.S.,Eastern_U.S.
19,33
20,33
21,33
22,33
22,34
23,33
23,34
24,33
24,34
24,35
25,33
25,34
25,35
25,36
25,37
26,33
26,34
26,35
26,36
26,37
27,33
27,34
27,35
27,36
27,37
28,33
28,34
28,35
28,36
28,37
28,38
29,33
29,34
29,35
29,36
29,37
29,38
30,33
30,34
30,35
30,36
30,37
30,38
31,36
31,37
31,38
32,37
32,38
33,38
18,29
18,30
18,31
18,32
19,29
19,30
19,31
19,32
20,29
20,30
20,31
20,32
21,29
21,30
21,31
21,32
22,29
22,30
22,31
22,32
23,28
23,29
23,30
23,31
23,32
23,28
23,29
23,30
23,31
23,32
24,28
24,29
24,30
24,31
24,32
25,28
25,29
25,30
25,31
25,32
26,28
26,29
26,30
26,31
26,32
27,28
27,29
27,30
27,31
27,32
28,28
28,29
28,30
28,31
28,32
29,28
29,29
29,30
29,31
29,32
30,28
30,29
30,30
30,31
30,32
Western_U.S. 178
North_America
Central_America,Eastern_U.S.,Alberta,Ontario
31,18
31,19
31,20
31,21
31,22
31,23
31,24
31,25
31,26
31,27
31,28
31,29
31,30
32,18
32,19
32,20
32,21
32,22
32,23
32,24
32,25
32,26
32,27
32,28
32,29
32,30
33,17
33,18
33,19
33,20
33,21
33,22
33,23
33,24
33,25
33,26
33,27
33,28
33,29
33,30
34,17
34,18
34,19
34,20
34,21
34,22
34,23
34,24
34,25
34,26
34,27
34,28
34,29
34,30
35,17
35,18
35,19
35,20
35,21
35,22
35,23
35,24
35,25
35,26
35,27
35,28
35,29
35,30
36,17
36,18
36,19
36,20
36,21
36,22
36,23
36,24
36,25
36,26
36,27
36,28
36,29
36,30
37,17
37,18
37,19
37,20
37,21
37,22
37,23
37,24
37,25
37,26
